gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstrand	fpkm_unstrand	fpkm_uq_unstrand
ENSG00000163060.8	TEKT4	protein_coding	2	1	2	0.0451	0.0159	0.0179
ENSG00000163064.7	EN1	protein_coding	318	186	132	5.5556	1.9585	2.2033
ENSG00000163069.13	SGCB	protein_coding	2083	1035	1048	23.8486	8.4071	9.458
ENSG00000163071.11	SPATA18	protein_coding	180	102	78	1.8053	0.6364	0.7159
ENSG00000163072.16	NOSTRIN	protein_coding	292	147	146	2.7762	0.9787	1.101
ENSG00000163075.13	CFAP221	protein_coding	56	30	26	0.2894	0.102	0.1148
ENSG00000163081.4	CCDC140	lncRNA	1	0	1	0.0258	0.0091	0.0102
ENSG00000163082.10	SGPP2	protein_coding	614	287	327	6.1481	2.1673	2.4382
ENSG00000163083.6	INHBB	protein_coding	1791	880	911	27.8735	9.826	11.0542
ENSG00000163092.21	XIRP2	protein_coding	0	0	0	0	0	0
ENSG00000163093.12	BBS5	protein_coding	164	73	91	1.9236	0.6781	0.7629
ENSG00000163098.6	BIRC8	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000163104.18	SMARCAD1	protein_coding	1478	748	730	11.6815	4.118	4.6327
ENSG00000163106.11	HPGDS	protein_coding	8	4	4	0.1891	0.0667	0.075
ENSG00000163110.15	PDLIM5	protein_coding	7269	3670	3599	32.7042	11.5289	12.97
ENSG00000163114.6	PDHA2	protein_coding	0	0	0	0	0	0
ENSG00000163116.10	STPG2	protein_coding	2	2	0	0.0164	0.0058	0.0065
ENSG00000163121.10	NEURL3	protein_coding	70	39	31	1.4004	0.4937	0.5554
ENSG00000163125.15	RPRD2	protein_coding	6021	3082	2941	34.3809	12.12	13.6349
ENSG00000163126.15	ANKRD23	protein_coding	40	225	256	0.4864	0.1715	0.1929
ENSG00000163131.11	CTSS	protein_coding	5648	2842	2806	69.2235	24.4028	27.453
ENSG00000163132.8	MSX1	protein_coding	120	56	64	2.8229	0.9951	1.1195
ENSG00000163138.19	PACRGL	protein_coding	515	256	274	3.1215	1.1004	1.2379
ENSG00000163141.20	BNIPL	protein_coding	124	66	59	1.6243	0.5726	0.6442
ENSG00000163145.13	C1QTNF7	protein_coding	8	4	4	0.0747	0.0264	0.0296
ENSG00000163154.6	TNFAIP8L2	protein_coding	30	15	17	1.2926	0.4557	0.5126
ENSG00000163155.12	LYSMD1	protein_coding	1028	516	514	20.4515	7.2096	8.1108
ENSG00000163156.12	SCNM1	protein_coding	2971	1534	1446	45.4164	16.0103	18.0115
ENSG00000163157.15	TMOD4	protein_coding	14	9	10	0.379	0.1336	0.1503
ENSG00000163159.14	VPS72	protein_coding	5175	2539	2638	145.0609	51.1372	57.529
ENSG00000163161.14	ERCC3	protein_coding	3413	1712	1702	20.244	7.1365	8.0285
ENSG00000163162.9	RNF149	protein_coding	4278	2191	2087	40.0774	14.1282	15.8941
ENSG00000163166.15	IWS1	protein_coding	4667	2563	2548	56.1654	19.7995	22.2744
ENSG00000163170.12	BOLA3	protein_coding	441	562	556	7.1627	2.525	2.8406
ENSG00000163171.8	CDC42EP3	protein_coding	4260	2434	2443	21.3322	7.5201	8.46
ENSG00000163191.6	S100A11	protein_coding	89123	43215	45911	6851.8074	2415.4145	2717.3272
ENSG00000163202.5	LCE3D	protein_coding	0	0	0	0	0	0
ENSG00000163206.6	SMCP	protein_coding	3	1	2	0.1944	0.0685	0.0771
ENSG00000163207.7	IVL	protein_coding	86	37	49	1.994	0.7029	0.7908
ENSG00000163209.15	SPRR3	protein_coding	11	4	7	0.3809	0.1343	0.1511
ENSG00000163214.21	DHX57	protein_coding	2197	1119	1117	13.7283	4.8395	5.4444
ENSG00000163216.7	SPRR2D	protein_coding	8	1	7	0.3794	0.1338	0.1505
ENSG00000163217.2	BMP10	protein_coding	0	0	0	0	0	0
ENSG00000163218.15	PGLYRP4	protein_coding	34	16	18	0.7463	0.2631	0.296
ENSG00000163219.12	ARHGAP25	protein_coding	266	154	133	2.4237	0.8544	0.9612
ENSG00000163220.11	S100A9	protein_coding	29323	15131	14194	2553.3704	900.1198	1012.6296
ENSG00000163221.9	S100A12	protein_coding	2	2	0	0.2058	0.0725	0.0816
ENSG00000163235.16	TGFA	protein_coding	2120	1071	1049	21.5127	7.5837	8.5316
ENSG00000163239.12	TDRD10	protein_coding	6	3	3	0.1106	0.039	0.0439
ENSG00000163249.13	CCNYL1	protein_coding	1004	656	654	10.6426	3.7518	4.2207
ENSG00000163251.4	FZD5	protein_coding	452	240	212	3.204	1.1295	1.2706
ENSG00000163254.5	CRYGC	protein_coding	0	0	0	0	0	0
ENSG00000163257.11	DCAF16	protein_coding	1010	506	505	10.4639	3.6888	4.1498
ENSG00000163273.4	NPPC	protein_coding	25	14	12	1.1604	0.4091	0.4602
ENSG00000163281.12	GNPDA2	protein_coding	574	319	321	3.9689	1.3991	1.574
ENSG00000163283.7	ALPP	protein_coding	6	8	2	0.1043	0.0368	0.0414
ENSG00000163285.8	GABRG1	protein_coding	0	0	0	0	0	0
ENSG00000163286.9	ALPG	protein_coding	0	0	0	0	0	0
ENSG00000163288.14	GABRB1	protein_coding	0	0	0	0	0	0
ENSG00000163291.14	PAQR3	protein_coding	705	839	863	2.8361	0.9998	1.1248
ENSG00000163293.12	NIPAL1	protein_coding	243	135	134	2.0265	0.7144	0.8037
ENSG00000163295.5	ALPI	protein_coding	0	0	0	0	0	0
ENSG00000163297.17	ANTXR2	protein_coding	1730	868	862	8.6233	3.0399	3.4199
ENSG00000163312.11	HELQ	protein_coding	274	139	136	3.683	1.2983	1.4606
ENSG00000163319.11	MRPS18C	protein_coding	219	532	468	2.2456	0.7916	0.8906
ENSG00000163320.12	CGGBP1	protein_coding	4606	2386	2295	35.0921	12.3707	13.917
ENSG00000163322.14	ABRAXAS1	protein_coding	205	472	513	1.3286	0.4683	0.5269
ENSG00000163328.14	GPR155	protein_coding	270	139	131	1.734	0.6113	0.6877
ENSG00000163331.12	DAPL1	protein_coding	13	7	6	0.4895	0.1726	0.1941
ENSG00000163344.6	PMVK	protein_coding	4541	2334	2207	226.1225	79.7132	89.6769
ENSG00000163346.17	PBXIP1	protein_coding	13557	6720	6838	175.6508	61.9208	69.6606
ENSG00000163347.6	CLDN1	protein_coding	5105	2553	2552	70.2083	24.75	27.8436
ENSG00000163348.4	PYGO2	protein_coding	5682	2796	2890	77.3759	27.2767	30.6862
ENSG00000163349.22	HIPK1	protein_coding	4295	2172	2126	23.4259	8.2582	9.2904
ENSG00000163352.5	LENEP	protein_coding	2	0	2	0.1367	0.0482	0.0542
ENSG00000163354.15	DCST2	protein_coding	134	68	76	2.1771	0.7675	0.8634
ENSG00000163357.11	DCST1	protein_coding	73	88	75	1.1407	0.4021	0.4524
ENSG00000163359.16	COL6A3	protein_coding	82437	41252	41190	211.3138	74.4928	83.804
ENSG00000163362.11	INAVA	protein_coding	2831	1418	1413	26.4471	9.3232	10.4885
ENSG00000163374.19	YY1AP1	protein_coding	3696	2032	1932	36.8753	12.9994	14.6242
ENSG00000163376.11	KBTBD8	protein_coding	85	47	38	0.8955	0.3157	0.3551
ENSG00000163377.16	TAFA4	protein_coding	48	25	23	0.7358	0.2594	0.2918
ENSG00000163378.14	EOGT	protein_coding	1212	609	603	11.2718	3.9736	4.4702
ENSG00000163380.16	LMOD3	protein_coding	19	12	22	0.1865	0.0657	0.074
ENSG00000163382.12	NAXE	protein_coding	10028	5050	4991	258.8466	91.2492	102.6548
ENSG00000163389.12	POGLUT1	protein_coding	553	278	275	3.9016	1.3754	1.5473
ENSG00000163393.13	SLC22A15	protein_coding	380	190	190	3.593	1.2666	1.4249
ENSG00000163394.6	CCKAR	protein_coding	1	1	0	0.0286	0.0101	0.0113
ENSG00000163395.17	IGFN1	protein_coding	2	1	1	0.0082	0.0029	0.0033
ENSG00000163399.16	ATP1A1	protein_coding	16600	26927	27345	113.8193	40.1238	45.1391
ENSG00000163406.11	SLC15A2	protein_coding	864	446	418	7.2041	2.5396	2.8571
ENSG00000163412.13	EIF4E3	protein_coding	736	376	361	3.3978	1.1978	1.3475
ENSG00000163421.9	PROK2	protein_coding	3	1	2	0.0928	0.0327	0.0368
ENSG00000163424.9	TEX55	protein_coding	0	0	0	0	0	0
ENSG00000163428.4	LRRC58	protein_coding	3912	1920	1992	24.6515	8.6902	9.7764
ENSG00000163430.12	FSTL1	protein_coding	17181	8848	8739	101.2462	35.6916	40.1528
ENSG00000163431.13	LMOD1	protein_coding	1305	852	861	16.4138	5.7862	6.5095
ENSG00000163435.16	ELF3	protein_coding	12345	6396	6397	85.7164	30.2169	33.9939
ENSG00000163440.12	PDCL2	protein_coding	0	0	0	0	0	0
ENSG00000163444.12	TMEM183A	protein_coding	2443	1248	1197	30.1868	10.6415	11.9716
ENSG00000163449.11	TMEM169	protein_coding	55	28	29	0.7564	0.2667	0.3
ENSG00000163453.11	IGFBP7	protein_coding	13662	10465	10175	353.197	124.5098	140.0728
ENSG00000163462.18	TRIM46	protein_coding	640	307	335	7.0446	2.4834	2.7938
ENSG00000163463.13	KRTCAP2	protein_coding	321	177	144	4.1994	1.4804	1.6654
ENSG00000163464.8	CXCR1	protein_coding	7	5	2	0.142	0.0501	0.0563
ENSG00000163466.16	ARPC2	protein_coding	15369	7717	7652	117.704	41.4933	46.6797
ENSG00000163467.12	TSACC	protein_coding	187	115	102	8.3681	2.9499	3.3187
ENSG00000163468.15	CCT3	protein_coding	70204	35234	35004	906.5354	319.5739	359.5188
ENSG00000163472.19	TMEM79	protein_coding	2440	3626	3750	40.1532	14.1549	15.9242
ENSG00000163479.14	SSR2	protein_coding	32193	22667	22470	241.8005	85.2401	95.8946
ENSG00000163481.8	RNF25	protein_coding	812	415	398	21.482	7.5729	8.5194
ENSG00000163482.12	STK36	protein_coding	637	326	312	4.9545	1.7466	1.9649
ENSG00000163485.17	ADORA1	protein_coding	722	386	353	8.5957	3.0302	3.4089
ENSG00000163491.16	NEK10	protein_coding	30	16	14	0.1562	0.0551	0.062
ENSG00000163492.15	CCDC141	protein_coding	0	0	0	0	0	0
ENSG00000163497.3	FEV	protein_coding	0	0	0	0	0	0
ENSG00000163499.12	CRYBA2	protein_coding	4	3	1	0.1372	0.0484	0.0544
ENSG00000163501.7	IHH	protein_coding	0	0	1	0	0	0
ENSG00000163507.14	CIP2A	protein_coding	1261	629	636	13.7256	4.8386	5.4434
ENSG00000163508.13	EOMES	protein_coding	44	23	21	0.6005	0.2117	0.2381
ENSG00000163510.14	CWC22	protein_coding	1921	1012	909	27.1989	9.5882	10.7867
ENSG00000163512.14	AZI2	protein_coding	605	767	705	4.8129	1.6967	1.9087
ENSG00000163513.19	TGFBR2	protein_coding	3025	1505	1520	22.0341	7.7675	8.7384
ENSG00000163515.6	RETNLB	protein_coding	0	0	0	0	0	0
ENSG00000163516.14	ANKZF1	protein_coding	3867	2025	1995	31.6148	11.1449	12.538
ENSG00000163517.15	HDAC11	protein_coding	1556	786	773	14.8417	5.232	5.886
ENSG00000163518.11	FCRL4	protein_coding	17	8	10	0.2185	0.077	0.0867
ENSG00000163519.14	TRAT1	protein_coding	2	2	0	0.0406	0.0143	0.0161
ENSG00000163520.14	FBLN2	protein_coding	6807	3472	3336	70.4935	24.8505	27.9567
ENSG00000163521.16	GLB1L	protein_coding	927	542	537	13.5282	4.769	5.3651
ENSG00000163527.10	STT3B	protein_coding	8429	4224	4205	84.0128	29.6164	33.3182
ENSG00000163528.13	CHCHD4	protein_coding	473	223	250	13.3186	4.6951	5.2819
ENSG00000163530.4	DPPA2	protein_coding	461	234	227	16.6318	5.8631	6.5959
ENSG00000163531.15	NFASC	protein_coding	1576	805	776	3.6968	1.3032	1.4661
ENSG00000163534.15	FCRL1	protein_coding	0	0	0	0	0	0
ENSG00000163535.18	SGO2	protein_coding	1272	593	692	10.0169	3.5312	3.9725
ENSG00000163536.13	SERPINI1	protein_coding	287	149	138	6.7293	2.3722	2.6687
ENSG00000163539.17	CLASP2	protein_coding	1964	936	1028	6.4411	2.2706	2.5544
ENSG00000163541.12	SUCLG1	protein_coding	4076	1979	2097	48.8644	17.2258	19.3789
ENSG00000163545.11	NUAK2	protein_coding	434	222	212	6.3859	2.2512	2.5326
ENSG00000163554.15	SPTA1	protein_coding	20	11	10	0.0987	0.0348	0.0392
ENSG00000163558.13	PRKCI	protein_coding	4186	2050	2136	36.1478	12.7429	14.3357
ENSG00000163563.8	MNDA	protein_coding	259	132	127	6.3817	2.2497	2.5309
ENSG00000163564.15	PYHIN1	protein_coding	32	13	19	0.4583	0.1616	0.1817
ENSG00000163565.19	IFI16	protein_coding	8125	4068	4057	76.5772	26.9952	30.3694
ENSG00000163568.15	AIM2	protein_coding	78	41	37	2.0768	0.7321	0.8236
ENSG00000163576.18	EFHB	protein_coding	20	12	8	0.2397	0.0845	0.0951
ENSG00000163577.8	EIF5A2	protein_coding	479	242	237	4.3133	1.5205	1.7106
ENSG00000163581.14	SLC2A2	protein_coding	0	0	0	0	0	0
ENSG00000163584.18	RPL22L1	protein_coding	1710	859	851	41.5997	14.6648	16.4978
ENSG00000163586.10	FABP1	protein_coding	0	0	0	0	0	0
ENSG00000163590.14	PPM1L	protein_coding	1157	579	578	4.6398	1.6356	1.8401
ENSG00000163596.16	ICA1L	protein_coding	33	14	19	0.1554	0.0548	0.0616
ENSG00000163597.15	SNHG16	lncRNA	1931	3463	3449	17.962	6.332	7.1234
ENSG00000163599.17	CTLA4	protein_coding	5	1	4	0.1166	0.0411	0.0462
ENSG00000163600.13	ICOS	protein_coding	0	0	0	0	0	0
ENSG00000163602.11	RYBP	protein_coding	4273	2169	2104	25.1448	8.8641	9.9721
ENSG00000163605.15	PPP4R2	protein_coding	3236	1627	1609	27.1592	9.5742	10.7709
ENSG00000163606.11	CD200R1	protein_coding	14	8	6	0.1796	0.0633	0.0712
ENSG00000163607.17	GTPBP8	protein_coding	480	270	266	6.3125	2.2253	2.5035
ENSG00000163608.15	NEPRO	protein_coding	2743	1500	1353	21.0883	7.4341	8.3633
ENSG00000163611.11	SPICE1	protein_coding	102	44	58	0.6409	0.2259	0.2542
ENSG00000163617.11	CCDC191	protein_coding	259	137	168	2.4457	0.8622	0.9699
ENSG00000163618.18	CADPS	protein_coding	66	33	33	0.2246	0.0792	0.0891
ENSG00000163623.9	NKX6-1	protein_coding	25	13	12	0.4042	0.1425	0.1603
ENSG00000163624.6	CDS1	protein_coding	1653	841	812	19.1406	6.7475	7.5909
ENSG00000163625.16	WDFY3	protein_coding	2459	1288	1277	7.1466	2.5193	2.8342
ENSG00000163626.17	COX18	protein_coding	492	238	254	3.519	1.2405	1.3956
ENSG00000163629.13	PTPN13	protein_coding	1019	521	507	5.3542	1.8875	2.1234
ENSG00000163630.11	SYNPR	protein_coding	8	4	5	0.0988	0.0348	0.0392
ENSG00000163631.17	ALB	protein_coding	14	8	6	0.2036	0.0718	0.0807
ENSG00000163634.12	THOC7	protein_coding	2311	1181	1130	65.928	23.2411	26.1461
ENSG00000163635.20	ATXN7	protein_coding	1657	846	811	5.397	1.9026	2.1404
ENSG00000163636.11	PSMD6	protein_coding	2464	1260	1261	13.5758	4.7858	5.384
ENSG00000163637.13	PRICKLE2	protein_coding	441	353	316	1.493	0.5263	0.5921
ENSG00000163638.13	ADAMTS9	protein_coding	2212	1157	1160	10.3341	3.643	4.0984
ENSG00000163644.15	PPM1K	protein_coding	489	241	255	2.1457	0.7564	0.851
ENSG00000163645.15	ERICH6	protein_coding	5	4	8	0.1202	0.0424	0.0477
ENSG00000163646.12	CLRN1	protein_coding	0	0	0	0	0	0
ENSG00000163655.16	GMPS	protein_coding	7667	3854	3813	43.6449	15.3858	17.3089
ENSG00000163659.13	TIPARP	protein_coding	1410	675	735	14.6568	5.1668	5.8127
ENSG00000163660.12	CCNL1	protein_coding	2935	1432	1533	16.7766	5.9141	6.6534
ENSG00000163661.4	PTX3	protein_coding	260	145	140	6.8858	2.4274	2.7308
ENSG00000163666.10	HESX1	protein_coding	38	21	17	1.2699	0.4477	0.5036
ENSG00000163673.7	DCLK3	protein_coding	78	40	38	0.6982	0.2461	0.2769
ENSG00000163681.16	SLMAP	protein_coding	3239	1656	1583	10.5656	3.7246	4.1902
ENSG00000163682.17	RPL9	protein_coding	11542	5736	5806	116.6246	41.1128	46.2516
ENSG00000163683.12	SMIM14	protein_coding	3109	1540	1569	23.7666	8.3783	9.4255
ENSG00000163684.12	RPP14	protein_coding	222	94	128	1.3224	0.4662	0.5245
ENSG00000163686.15	ABHD6	protein_coding	213	106	107	2.9828	1.0515	1.1829
ENSG00000163687.14	DNASE1L3	protein_coding	5	3	2	0.0834	0.0294	0.0331
ENSG00000163689.20	CFAP20DC	protein_coding	121	70	63	0.6385	0.2251	0.2532
ENSG00000163694.15	RBM47	protein_coding	3561	1876	1734	20.7956	7.3309	8.2472
ENSG00000163697.17	APBB2	protein_coding	3050	1683	1701	11.746	4.1407	4.6583
ENSG00000163701.19	IL17RE	protein_coding	2580	1238	1342	27.5476	9.7111	10.925
ENSG00000163702.20	IL17RC	protein_coding	2518	1268	1250	27.6732	9.7554	10.9748
ENSG00000163703.19	CRELD1	protein_coding	67	28	42	0.8809	0.3105	0.3493
ENSG00000163704.12	PRRT3	protein_coding	173	139	125	2.1836	0.7698	0.866
ENSG00000163705.13	FANCD2OS	protein_coding	8	237	244	0.208	0.0733	0.0825
ENSG00000163710.9	PCOLCE2	protein_coding	315	156	159	4.4486	1.5682	1.7643
ENSG00000163714.18	U2SURP	protein_coding	6660	3341	3319	29.4152	10.3695	11.6656
ENSG00000163719.20	MTMR14	protein_coding	2304	1156	1149	19.0993	6.7329	7.5745
ENSG00000163728.11	TTC14	protein_coding	972	609	593	6.139	2.1641	2.4346
ENSG00000163734.4	CXCL3	protein_coding	13	7	6	0.2923	0.103	0.1159
ENSG00000163735.7	CXCL5	protein_coding	56	39	42	1.147	0.4043	0.4549
ENSG00000163736.4	PPBP	protein_coding	4	3	1	0.1527	0.0538	0.0606
ENSG00000163737.4	PF4	protein_coding	0	0	0	0	0	0
ENSG00000163738.18	MTHFD2L	protein_coding	424	273	225	2.1546	0.7595	0.8545
ENSG00000163739.5	CXCL1	protein_coding	83	36	47	3.0406	1.0719	1.2059
ENSG00000163743.13	RCHY1	protein_coding	740	398	386	5.6242	1.9826	2.2305
ENSG00000163746.12	PLSCR2	protein_coding	14	7	7	0.2579	0.0909	0.1023
ENSG00000163749.17	CCDC158	protein_coding	32	21	11	0.2725	0.0961	0.1081
ENSG00000163751.4	CPA3	protein_coding	69	36	33	1.8968	0.6687	0.7523
ENSG00000163754.18	GYG1	protein_coding	4350	3105	3001	28.7438	10.1328	11.3994
ENSG00000163755.9	HPS3	protein_coding	1567	4010	3815	12.6066	4.4441	4.9996
ENSG00000163762.7	TM4SF18	protein_coding	4407	2319	2242	50.4679	17.7911	20.0148
ENSG00000163781.14	TOPBP1	protein_coding	4373	2242	2142	29.7386	10.4835	11.7939
ENSG00000163785.13	RYK	protein_coding	6144	3144	3000	37.5591	13.2404	14.8954
ENSG00000163788.14	SNRK	protein_coding	1366	937	1005	9.7632	3.4418	3.872
ENSG00000163792.6	TCF23	protein_coding	1	1	1	0.0097	0.0034	0.0039
ENSG00000163793.13	DNAJC5G	protein_coding	0	0	0	0	0	0
ENSG00000163794.6	UCN	protein_coding	8	5	3	0.5021	0.177	0.1991
ENSG00000163795.14	ZNF513	protein_coding	711	432	466	14.9686	5.2768	5.9363
ENSG00000163798.13	SLC4A1AP	protein_coding	2487	1275	1369	23.8313	8.4011	9.4512
ENSG00000163803.13	PLB1	protein_coding	62	34	29	0.3596	0.1268	0.1426
ENSG00000163806.16	SPDYA	protein_coding	23	148	145	0.3295	0.1162	0.1307
ENSG00000163807.6	KIAA1143	protein_coding	1030	536	494	9.8528	3.4733	3.9075
ENSG00000163808.17	KIF15	protein_coding	1119	556	563	10.5724	3.727	4.1929
ENSG00000163810.12	TGM4	protein_coding	1	0	1	0.0092	0.0032	0.0036
ENSG00000163811.12	WDR43	protein_coding	5058	2624	2434	61.5088	21.6832	24.3935
ENSG00000163812.15	ZDHHC3	protein_coding	3389	1716	1673	12.6143	4.4468	5.0027
ENSG00000163814.8	CDCP1	protein_coding	6450	3209	3241	49.4507	17.4325	19.6114
ENSG00000163815.6	CLEC3B	protein_coding	25	12	13	1.2664	0.4464	0.5022
ENSG00000163817.16	SLC6A20	protein_coding	34	19	15	0.255	0.0899	0.1011
ENSG00000163818.17	LZTFL1	protein_coding	747	403	344	5.1911	1.83	2.0587
ENSG00000163820.15	FYCO1	protein_coding	1742	887	855	9.7715	3.4447	3.8752
ENSG00000163823.4	CCR1	protein_coding	568	291	277	10.7107	3.7758	4.2477
ENSG00000163825.4	RTP3	protein_coding	0	0	0	0	0	0
ENSG00000163827.13	LRRC2	protein_coding	5	1	4	0.0443	0.0156	0.0176
ENSG00000163832.16	ELP6	protein_coding	845	418	427	12.9171	4.5536	5.1228
ENSG00000163833.8	FBXO40	protein_coding	0	0	0	0	0	0
ENSG00000163840.10	DTX3L	protein_coding	4890	2525	2474	42.3003	14.9118	16.7757
ENSG00000163848.20	ZNF148	protein_coding	3927	2062	1865	18.7735	6.6181	7.4453
ENSG00000163864.17	NMNAT3	protein_coding	200	108	133	0.7686	0.271	0.3048
ENSG00000163866.9	SMIM12	protein_coding	2455	1259	1295	11.85	4.1774	4.6995
ENSG00000163867.17	ZMYM6	protein_coding	511	228	283	2.6648	0.9394	1.0568
ENSG00000163870.16	TPRA1	protein_coding	2837	1396	1441	25.1829	8.8775	9.9872
ENSG00000163872.16	YEATS2	protein_coding	3950	2450	2332	19.2618	6.7902	7.6389
ENSG00000163873.10	GRIK3	protein_coding	68	39	29	0.3232	0.1139	0.1282
ENSG00000163874.11	ZC3H12A	protein_coding	363	166	198	5.8596	2.0656	2.3238
ENSG00000163875.16	MEAF6	protein_coding	3619	1795	1824	29.7923	10.5025	11.8152
ENSG00000163877.11	SNIP1	protein_coding	1148	567	581	10.0175	3.5314	3.9728
ENSG00000163879.11	DNALI1	protein_coding	71	73	67	0.795	0.2803	0.3153
ENSG00000163882.9	POLR2H	protein_coding	2093	1038	1055	33.1948	11.7019	13.1646
ENSG00000163884.4	KLF15	protein_coding	41	22	19	0.727	0.2563	0.2883
ENSG00000163885.12	CFAP100	protein_coding	6	4	6	0.0885	0.0312	0.0351
ENSG00000163888.4	CAMK2N2	protein_coding	21	10	11	0.7216	0.2544	0.2862
ENSG00000163898.10	LIPH	protein_coding	882	433	451	10.7414	3.7866	4.2599
ENSG00000163900.11	TMEM41A	protein_coding	2967	1635	1606	17.0789	6.0207	6.7732
ENSG00000163902.12	RPN1	protein_coding	38358	19260	19098	482.695	170.1607	191.4298
ENSG00000163904.13	SENP2	protein_coding	1963	978	985	13.7911	4.8617	5.4694
ENSG00000163909.8	HEYL	protein_coding	1539	799	741	18.8347	6.6396	7.4696
ENSG00000163913.12	IFT122	protein_coding	2211	1106	1109	11.4486	4.0359	4.5403
ENSG00000163914.5	RHO	protein_coding	1	1	0	0.018	0.0064	0.0071
ENSG00000163918.11	RFC4	protein_coding	1632	804	838	27.1702	9.5781	10.7753
ENSG00000163923.10	RPL39L	protein_coding	2338	1182	1169	112.9287	39.8099	44.7859
ENSG00000163930.10	BAP1	protein_coding	4108	2031	2077	43.4443	15.3151	17.2294
ENSG00000163931.16	TKT	protein_coding	80704	40436	40275	423.7796	149.3917	168.0648
ENSG00000163932.15	PRKCD	protein_coding	11827	5978	5851	163.0595	57.4821	64.667
ENSG00000163933.10	RFT1	protein_coding	2151	1074	1077	19.5884	6.9053	7.7685
ENSG00000163935.14	SFMBT1	protein_coding	596	290	308	5.2346	1.8453	2.076
ENSG00000163938.17	GNL3	protein_coding	6200	3080	3133	95.5377	33.6792	37.8889
ENSG00000163939.18	PBRM1	protein_coding	3263	1630	1751	16.8644	5.9451	6.6882
ENSG00000163945.19	UVSSA	protein_coding	668	345	323	1.9699	0.6944	0.7812
ENSG00000163946.13	TASOR	protein_coding	3411	1763	1792	17.3242	6.1072	6.8705
ENSG00000163947.12	ARHGEF3	protein_coding	1673	860	828	12.6939	4.4749	5.0342
ENSG00000163950.13	SLBP	protein_coding	2465	1235	1231	65.2824	23.0135	25.89
ENSG00000163956.13	LRPAP1	protein_coding	5490	2757	2735	23.1826	8.1724	9.1939
ENSG00000163958.14	ZDHHC19	protein_coding	4	1	3	0.0822	0.029	0.0326
ENSG00000163959.10	SLC51A	protein_coding	132	242	279	1.2514	0.4412	0.4963
ENSG00000163960.12	UBXN7	protein_coding	3759	1903	1885	16.6761	5.8787	6.6135
ENSG00000163961.4	RNF168	protein_coding	1022	524	545	9.5368	3.3619	3.7821
ENSG00000163964.17	PIGX	protein_coding	1119	536	583	12.558	4.427	4.9803
ENSG00000163975.12	MELTF	protein_coding	14728	8108	8039	87.5457	30.8618	34.7194
ENSG00000163982.6	OTOP1	protein_coding	0	0	0	0	0	0
ENSG00000163993.7	S100P	protein_coding	2437	1272	1165	258.1634	91.0083	102.3839
ENSG00000163995.21	ABLIM2	protein_coding	539	283	256	4.3616	1.5376	1.7297
ENSG00000164002.11	EXO5	protein_coding	384	456	429	6.1966	2.1844	2.4575
ENSG00000164007.11	CLDN19	protein_coding	1	0	1	0.0139	0.0049	0.0055
ENSG00000164010.15	ERMAP	protein_coding	606	579	509	5.2861	1.8635	2.0964
ENSG00000164011.18	ZNF691	protein_coding	634	327	307	15.5372	5.4772	6.1618
ENSG00000164022.17	AIMP1	protein_coding	2419	1290	1326	14.0329	4.9469	5.5652
ENSG00000164023.14	SGMS2	protein_coding	1101	615	619	7.1951	2.5364	2.8535
ENSG00000164024.12	METAP1	protein_coding	3136	1543	1593	38.4074	13.5395	15.2318
ENSG00000164031.17	DNAJB14	protein_coding	1167	611	556	4.4894	1.5826	1.7804
ENSG00000164032.12	H2AZ1	protein_coding	8650	5486	5557	190.1298	67.025	75.4027
ENSG00000164035.10	EMCN	protein_coding	471	228	243	4.5438	1.6018	1.802
ENSG00000164037.17	SLC9B1	protein_coding	16	302	248	0.27	0.0952	0.1071
ENSG00000164038.16	SLC9B2	protein_coding	459	233	226	2.6596	0.9376	1.0548
ENSG00000164039.15	BDH2	protein_coding	408	200	208	3.9051	1.3766	1.5487
ENSG00000164040.18	PGRMC2	protein_coding	4658	2352	2306	50.2405	17.7109	19.9246
ENSG00000164045.12	CDC25A	protein_coding	1757	871	887	21.1498	7.4558	8.3877
ENSG00000164047.6	CAMP	protein_coding	7	1	6	0.4688	0.1653	0.1859
ENSG00000164048.14	ZNF589	protein_coding	1081	545	548	9.7694	3.4439	3.8744
ENSG00000164049.14	FBXW12	protein_coding	23	12	12	0.329	0.116	0.1305
ENSG00000164050.13	PLXNB1	protein_coding	6967	3443	3526	35.5877	12.5455	14.1136
ENSG00000164051.14	CCDC51	protein_coding	1645	847	840	34.0572	12.0059	13.5066
ENSG00000164053.21	ATRIP	protein_coding	1218	635	584	11.1899	3.9447	4.4378
ENSG00000164054.15	SHISA5	protein_coding	9357	4683	4675	100.1009	35.2878	39.6986
ENSG00000164056.11	SPRY1	protein_coding	1215	591	624	15.2972	5.3926	6.0667
ENSG00000164061.5	BSN	protein_coding	28	10	18	0.086	0.0303	0.0341
ENSG00000164062.13	APEH	protein_coding	5000	2480	2529	56.3789	19.8748	22.3591
ENSG00000164066.13	INTU	protein_coding	542	274	268	1.6859	0.5943	0.6686
ENSG00000164068.16	RNF123	protein_coding	1148	1016	1001	7.7207	2.7217	3.0619
ENSG00000164070.12	HSPA4L	protein_coding	298	173	157	1.2998	0.4582	0.5155
ENSG00000164073.11	MFSD8	protein_coding	454	228	234	2.5599	0.9024	1.0152
